The Bellevue Hospital Charge Listing Effective 01/01/2019,,
Description,Amount,
SU 2.0 GS 833  6001265,6.10 ,
SU 2.0 W 28  6000069,19.90 ,
SU 2N02A,51.90 ,
SU 3.0 6237 41  6004558,13.90 ,
SU 3.0 GS 832  6001240,6.10 ,
SU 3.0 S 304  6004632,11.20 ,
SU 3.0 VS 872  6001307,7.00 ,
SU 3.0 Y416H  6000085,13.90 ,
SU 3.0 Y944H  6030830,9.00 ,
SU 3376 81,14.00 ,
SU 4.0 539G  6002420,35.10 ,
SU 4.0 Y426H  6000473,20.00 ,
SU 490T 6004962,15.00 ,
SU 5.0 8720H  6002057,25.50 ,
SU 5.0 CD 499  6004285,28.00 ,
SU 580H,15.10 ,
SU 585G 6000978,15.00 ,
SU 6.0 8711H  6001703,22.00 ,
SU 6269 71,11.20 ,
SU 682G,8.10 ,
SU 686G,25.60 ,
SU 811H,10.70 ,
SU 812H,13.00 ,
SU 833 1231,88.50 ,
SU 8418H,13.00 ,
SU 8424H,10.00 ,
SU 8425H,9.40 ,
SU 8455H,8.70 ,
SU 8833H,10.90 ,
SU A305H,11.00 ,
SU A306H,5.30 ,
SU A307H,5.20 ,
SU A4.0 GS 831  6001224,6.00 ,
SU APPLIER CLIP 5MM,378.00 ,
SU BLUNTPORT TROCAR 5 12,111.60 ,
SU C017D,41.90 ,
SU C520D,38.40 ,
SU CHROMIC GUT 47T,45.00 ,
SU CUT ENDO 45MM,895.30 ,
SU CUT ENDO RELOAD 45 2.5,536.00 ,
SU CUT ENDO RELOAD 45 3.5,528.00 ,
SU CUTTER 55 3.5,400.70 ,
SU CUTTER 75 3.5,598.00 ,
SU CUTTER 75 4.8,627.60 ,
SU CUTTER RELOAD 55 3.5,207.00 ,
SU CUTTER RELOAD 75 3.5,296.90 ,
SU CUTTER RELOAD 75 4.8,302.70 ,
SU CX41D,52.00 ,
SU CX45D,52.00 ,
SU EJ10G ENDOLOOP,160.00 ,
SU ENDO PADDLE,"1,537.00 ",
SU ENDO POUCH RETRIEVER,227.30 ,
SU ENDO STITCH,"1,198.30 ",
SU ENDO STITCH 0,578.90 ,
SU ENDOCLIP OLYMPUS,212.70 ,
SU ETHILON 3.0 1663G,15.10 ,
SU ETHILON 40.0 1667H,15.20 ,
SU ETHILON 5.0 18 IN 1698G,15.10 ,
SU ETHILON 6.0 18 IN SN 5696G,15.10 ,
SU FORCEP ADSON TISSUE DISPOSABLE,8.00 ,
SU G181H,13.00 ,
SU H821H,13.00 ,
SU J110T,31.00 ,
SU J111T,34.10 ,
SU J113T,22.10 ,
SU J11T,19.90 ,
SU J214H,7.40 ,
SU J258H,6.50 ,
SU J259H,6.40 ,
SU J285G,8.50 ,
SU J305H,8.00 ,
SU J310H,7.50 ,
SU J317H,7.00 ,
SU J333H,7.10 ,
SU J345H,7.00 ,
SU J346H,6.80 ,
SU J371H,8.00 ,
SU J416H,7.20 ,
SU J433H,9.00 ,
SU J442H,9.10 ,
SU J494H,15.00 ,
SU J496H,16.60 ,
SU J510G,16.00 ,
SU J603H,8.90 ,
SU J617H,7.00 ,
SU J649G,59.50 ,
SU J662H,9.00 ,
SU J840D,49.60 ,
SU J935H,16.00 ,
SU J944H,7.70 ,
SU J946H,7.60 ,
SU J947H,7.90 ,
SU J958H,7.80 ,
SU K834H,5.50 ,
SU L880G,16.40 ,
SU LIGACLIP 11.0,229.00 ,
SU LIGACLIP 13.0,240.20 ,
SU LIGACLIP 9.0,228.00 ,
SU MB47G,31.10 ,
SU NEEDLE INSUFFLAT 120MM,216.00 ,
SU OU01B,80.00 ,
SU PLAIN GUT FAST AS 1915G,24.60 ,
SU PLAIN GUT FAST AS 6.0 1916G,28.00 ,
SU PLAIN GUT TIES 104 H,9.90 ,
SU PROLENE 3.0 18 IN 8687H,18.00 ,
SU PROLENE 4.0 18 IN 8682G,18.80 ,
SU PROLENE 5.0 18 IN 8698G,18.70 ,
SU PROLENE 6.0 18 IN 8697G,20.00 ,
SU SG14T,56.00 ,
SU SN 618,16.00 ,
SU SN775,17.00 ,
SU SS 683G,14.30 ,
SU STABLER CIRCULAR 33,"1,105.20 ",
SU STAPLER 30 3.5,365.00 ,
SU STAPLER 60 3.5,389.80 ,
SU STAPLER CIRCULAR 25,"1,105.20 ",
SU STAPLER CIRCULAR 29,"1,077.00 ",
SU STAPLER PMW35,19.00 ,
SU STAPLER SKIN 3M DS 5,12.40 ,
SU TROCAR 12MM LONG,108.00 ,
SU TROCAR 5MM LONG,79.60 ,
SU U10T,5.30 ,
SU U202H,11.50 ,
SU U810H,13.00 ,
SU UL 878,8.80 ,
SU VICRYL 3.0 18 IN J497H,15.90 ,
SU VICRYL 4.0 18 IN J494H,14.70 ,
SU VICRYL 5.0 18 IN J493H,17.00 ,
SU VP 746X 6.0,38.40 ,
SU W31G  6004087,21.30 ,
SU X871H,8.70 ,
SU Y214H,8.50 ,
SU Y347H,9.70 ,
SU Y399H,9.70 ,
SU Y417H,8.00 ,
SU Y427H,24.20 ,
SU Y490G,20.00 ,
SU Y519H,10.20 ,
SU Y945H,9.00 ,
SU YA1021Q,111.00 ,
SU YA-1029Q,117.00 ,
SU Z346H,11.00 ,
SU Z370T,10.40 ,
SU Z880G,19.70 ,
SU Z990G,25.00 ,
SU443H,10.20 ,
SUTURE CHROMIC GUT 3-0 SH-1,14.00 ,
VC A G E EYE COMPLEX,98.00 ,
VC A G E INTERRUPTER,162.00 ,
VC AHA BHA EXFOLIATING CLEANSER,47.00 ,
VC BODY TIGHTENING CONCENTRATE,78.00 ,
VC C E FERULIC,166.00 ,
VC DERMAL REPAIR CREAM,129.00 ,
VC ESSENTIAL DEFENSE ED CLEAR SPF 47,38.00 ,
VC ESSENTIAL MINERAL SHIELD SPF 32 TINTE,38.00 ,
VC ESSENTIAL MINERAL SHIELD SPF 35,38.00 ,
VC FACIAL CLEANER,38.00 ,
VC H A INTENSIFIER,98.00 ,
VC HA5 LIP PLUMP SERUM,68.00 ,
VC HA5 REJUVENATING HYDRATOR 2OZ,178.00 ,
VC HA5 REJUVINATING HYDRATOR,120.00 ,
VC HYDRATING B5 GEL,82.00 ,
VC LATISSE 140 APPLICATION,219.00 ,
VC LYTERA,154.00 ,
VC LYTERA 2.0 SYSTEM,356.00 ,
VC PHLORETIN CF,166.00 ,
VC PHYTO CORRECTIVE MASQUE,54.00 ,
VC RETINOL COMPLEX 0.25,62.00 ,
VC RETINOL COMPLEX 0.5,78.00 ,
VC RETINOL COMPLEX 1.0,93.00 ,
VC SENSITIVE SKIN CLEANSER,38.00 ,
VC TNS ESSENTIAL SERUM,281.00 ,
VC TNS EYE REPAIR,102.00 ,
VC TNS RECOVERY COMPLEX,220.00 ,
VC TOTAL DEFENSE  REPAIR SPF 34,68.00 ,
VC TOTAL DEFENSE  REPAIR SPF 34 TINTED,68.00 ,
VC TOTAL DEFENSE  REPAIR SPF 50,68.00 ,
VC TRIPLE LIPID RESTOR 2:4:2,127.00 ,
VC ULTRASHEER MOISTURIZER,58.00 ,
VC VITAMIN C  E COMPLEX,102.00 ,
ANTI COAG CLINIC,116.00 ,
ANTI COAG TELECONSULTANT,116.00 ,
COMPREHENSIVE MEDICATION REVIEW,116.00 ,
MM PROTIME,70.00 ,
VC ARTERIAL SCAN BIL,731.00 ,
VC ARTERIAL SCAN LT,572.00 ,
VC ARTERIAL SCAN RT,572.00 ,
VC BOTOX INJECTION PER UNIT,12.00 ,
VC COOLSCULPTING CYCLE,750.00 ,
VC ENDOVENOUS ABLATION LT 1ST VEIN,"4,275.00 ",
VC ENDOVENOUS ABLATION RT 1ST VEIN,"4,275.00 ",
VC ENDOVENOUS ABLATION THER 2ND OR MORE,"1,103.00 ",
VC ENDOVENOUS ABLATION THER 2ND OR MORE,"1,103.00 ",
VC ENDOVENOUS MCHNCHEM LT 1ST VEIN,"4,425.00 ",
VC ENDOVENOUS MCHNCHEM LT ADD-ON,"1,103.00 ",
VC ENDOVENOUS MCHNCHEM RT 1ST VEIN,"4,425.00 ",
VC ENDOVENOUS MCHNCHEM RT ADD ON,"1,103.00 ",
VC EPIDURMAL PIGMENT,150.00 ,
VC EXTREMITY VENOUS BIL LIMITED,"1,089.00 ",
VC EXTREMITY VENOUS LT LIMITED,572.00 ,
VC EXTREMITY VENOUS RT LIMITED,572.00 ,
VC FACE LASER,199.00 ,
VC FACILITY EST COMPREHENSIVE,242.00 ,
VC FACILITY EST DETAILED,221.00 ,
VC FACILITY EST EXPANDED,189.00 ,
VC FACILITY EST LIMITED,147.00 ,
VC FACILITY EST MINIMAL,122.00 ,
VC FACILITY NEW COMPREHENSIVE,394.00 ,
VC FACILITY NEW DETAILED,263.00 ,
VC FACILITY NEW EXPANDED,231.00 ,
VC FACILITY NEW LIMITED,168.00 ,
VC FACILITY NEW MINIMAL,148.00 ,
VC FULL LEGS,299.00 ,
VC I D HEMATOMA,"1,890.00 ",
VC INITIAL SCLEROTHERAPY CONSULTATION,122.00 ,
VC INJ FOAM SCLEROSANT W US MULTI,"2,835.00 ",
VC INJ FOAM SCLEROSANT W US SINGLE,"2,799.00 ",
VC INJ OF SCLEROSING SOL MULT VEINS SAME,441.00 ,
VC INJ OF SCLEROSING SOL SINGLE VEIN,441.00 ,
VC KYBELLA INJ PER SYRINGE,"1,000.00 ",
VC LS ARM HALF,199.00 ,
VC LS BACK FULL,299.00 ,
VC LS BACK HALF,179.00 ,
VC LS BIKINI,129.00 ,
VC LS BRAZILIAN,299.00 ,
VC LS CHEEKS,129.00 ,
VC LS CHEST,179.00 ,
VC LS FACE,199.00 ,
VC LS FULL ARMS,299.00 ,
VC LS LEGS HALF,179.00 ,
VC LS LIP AND CHIN,169.00 ,
VC LS LIP CHIN AND NECK,279.00 ,
VC LS LIP OR CHIN,99.00 ,
VC LS NECK,99.00 ,
VC LS SHOULDERS,129.00 ,
VC LS STOMACH,129.00 ,
VC LS TOUCH UP LARGE,150.00 ,
VC LS TOUCH UP MEDIUM,100.00 ,
VC LS TOUCH UP SMALL,50.00 ,
VC LS TOUCH UP XLARGE,200.00 ,
VC LS UNDERARMS,129.00 ,
VC MELASMA,150.00 ,
VC NEEDLE ASP OF HEMATOMA,554.00 ,
VC PHLEBECTOMY VARICOSE VEIN 10 20 1 EXT,"4,430.00 ",
VC PHLEBECTOMY VARICOSE VEIN 20 OR MORE,"4,603.00 ",
VC PICO FRACTIONAL TONING,375.00 ,
VC PIQO ACNE,200.00 ,
VC PIQO BACK,350.00 ,
VC PIQO FACE AND NECK,925.00 ,
VC PIQO FULL BEAM FACIAL,750.00 ,
VC PIQO HANDS,250.00 ,
VC PIQO LOWER ARMS,250.00 ,
VC PIQO NECK,250.00 ,
VC PIQO PIGMENT LESS THAN 10,400.00 ,
VC PIQO PIGMENT LESS THAN 5,200.00 ,
VC PIQO SCAR L,200.00 ,
VC PIQO SCAR M,150.00 ,
VC PIQO SCAR S,100.00 ,
VC PIQO SHOULDERS,250.00 ,
VC SINGLE OR MULT INJ SCLEROSING FACE,300.00 ,
VC SINGLE OR MULT INJ SCLEROSING SOL SPI,300.00 ,
VC SKIN TONING,200.00 ,
VC TATTOO REMOVAL LARGE,400.00 ,
VC TATTOO REMOVAL MEDIUM,300.00 ,
VC TATTOO REMOVAL SMALL,200.00 ,
VC TATTOO REMOVAL X LARGE,500.00 ,
VC ULTRASOUND GUIDANCE,641.00 ,
VC US VENOUS DOPPLER ARM LT,572.00 ,
VC US VENOUS DOPPLER ARM RT,572.00 ,
VC US VENOUS DOPPLER BIL ARM,"1,089.00 ",
VC VENOUS REFLUX LT LIMITED,572.00 ,
VC VENOUS REFLUX RT LIMITED,572.00 ,
VC VENOUS RELUX BIL LIMITED,"1,089.00 ",
VC VOLBELLA PER SYRINGE,400.00 ,
VC VOLLURE INJ PER SYRINGE,700.00 ,
VC VOLUMA PER SYRINGE,800.00 ,
WC  I D ABCESS COMPLICATED OR MULTIPLE,492.00 ,
WC ACHILLES TENDON TENOTOMY LOCAL ANETHE,"2,100.00 ",
WC APPLIC SKIN SUB LEG ADD 25 CM,"2,062.00 ",
WC APPLICATION MULTI LAYER COMPRESSION W,235.00 ,
WC APPLICATION OF SKIN GRAFT,"2,402.00 ",
WC APPLICATION SKIN SUBSTITUTE FOOT 25CM,"2,402.00 ",
WC APPLICATION SKIN SUBSTITUTE LEG 100CM,"3,465.00 ",
"WC AVULSION OF NAIL PLATE, SIMPLE, SINGL",341.00 ,
WC BLOOD GLUCOSE REAGENT,13.00 ,
WC CHEMICAL CAUTERIZATION OF GRANULATION,321.00 ,
WC CUTTING OF BENIGN LESION/CALLUS- 2 OR,301.00 ,
WC CUTTING OF SINGLE BENIGN LESION/CALLU,316.00 ,
WC DEBRIDEMENT BONE 20 SQCM,"2,027.00 ",
WC DEBRIDEMENT BONE ADD ON <20 SQCM,414.00 ,
WC DEBRIDEMENT DEVITALIZED TISSUE,301.00 ,
WC DEBRIDEMENT MUSCLE FASCIA 20 SQCM,704.00 ,
WC DEBRIDEMENT MUSCLE FASCIA ADD <20SQCM,342.00 ,
WC DEBRIDEMENT NAIL 6 OR MORE,249.00 ,
WC DEBRIDEMENT SHARP SELECTIVE 20CM OR L,268.00 ,
WC DEBRIDEMENT SHARP SELECTIVE ADDITIONA,87.00 ,
WC DEBRIDEMENT SUBQ TISSUE 20 SQCM,467.00 ,
WC DEBRIDEMENT SUBQ TISSUE ADD <20SQCM,331.00 ,
WC DEBRIDEMENT TOENAILS 1-5,224.00 ,
WC DEEP DISCCECT FOOT INF SINGLE BURSA,"2,100.00 ",
WC DRAIN INJ JOINT BURSA MED UNI BIL WRI,607.00 ,
WC DRAIN INJ JOINT BURSA SM UNI OR BIL,437.00 ,
WC EXCISION BENIGN LESION SCALP NECK HAN,"2,027.00 ",
WC EXCISION MALIGNANT LESION TRUCK ARMS,467.00 ,
WC FACILITY EST LEVEL 1,122.00 ,
WC FACILITY EST LEVEL 2,147.00 ,
WC FACILITY EST LEVEL 3,189.00 ,
WC FACILITY EST LEVEL 4,221.00 ,
WC FACILITY EST LEVEL 5,242.00 ,
WC FACILITY NEW LEVEL 1,148.00 ,
WC FACILITY NEW LEVEL 2,168.00 ,
WC FACILITY NEW LEVEL 3,231.00 ,
WC FACILITY NEW LEVEL 4,263.00 ,
WC FACILITY NEW LEVEL 5,289.00 ,
WC I D ABCESS SIMPLE OR SINGLE,305.00 ,
WC I D HEMATOMA,"1,890.00 ",
WC INCISION/REMOVAL FOREIGN BODY-SIMPLE,467.00 ,
WC INJECT TENDON LIGAMENT CYST,607.00 ,
WC INTRALESIONAL INJECTION <7 LESIONS,301.00 ,
WC PARTIAL EXCISION ANKLE OR HEEL BONE,"4,176.00 ",
WC PARTIAL EXCISION BONE EXCEPT TALUS OR,"4,176.00 ",
WC PARTIAL EXCISION PHALANX TOE BONE,"2,100.00 ",
WC PREVENTIVE COUNSELING 15 MINS,131.00 ,
WC PREVENTIVE COUNSELING 30 MINS,184.00 ,
WC PREVENTIVE COUNSELING 45 MINS,263.00 ,
WC PREVENTIVE COUNSELING 60 MINS,315.00 ,
WC REMOVAL OF TISSUE EXPANDER W/O INSERT,"4,150.00 ",
WC REMOVE OF NAIL BED,463.00 ,
WC SKIN GRAFT FACE/FOOT/HAND ADD 25 SQCM,"2,062.00 ",
WC SKIN GRAFT FACE/FOOT/HAND CHILD <100S,"2,799.00 ",
WC SKIN GRAFT FACE/FOOT/HAND CHILD ADD 1,"2,062.00 ",
WC TENOTOMY OP FLEXOR TOES SINGLE,"2,100.00 ",
WC TOTAL CONTACT CAST APPLICATION,414.00 ,
WC UNNA BOOT BIL,525.00 ,
WC UNNA BOOT LT,263.00 ,
WC UNNA BOOT RT,263.00 ,
WC WEDGE EXCISION NAIL FOLD,420.00 ,
WC WOUND VAC <50 CM,252.00 ,
WC WOUND VAC >50 CM,467.00 ,
WCAPPLICATION SHORT LEG SPLINT,249.00 ,
LB % S PHASE,295.00 ,
LB 17 OHP,274.00 ,
LB 25 HYDROXY D2 D3,240.00 ,
LB 5 HIAA,132.00 ,
LB 6 MMPN,130.00 ,
LB 6 TGN,130.00 ,
LB AB ID EA SELECT CELL,203.00 ,
LB ABC FISH,295.00 ,
LB ACA IGA,177.00 ,
LB ACA IGG,177.00 ,
LB ACA IGM,177.00 ,
LB ACACIA,40.00 ,
LB ACETAMINOPHEN,102.00 ,
LB ACETAMINOPHEN UA,102.00 ,
LB ACETONE SERUM,34.00 ,
LB ACETYLCHOL REC BIND,130.00 ,
LB ACETYLCHOL REC BLOCK,130.00 ,
LB ACETYLCHOL REC MOD,130.00 ,
LB ACID FAST CONCENTRATE,57.00 ,
LB ACID PHOSPHATASE,92.00 ,
LB ACTH,194.00 ,
LB ACTH SIMULATION,263.00 ,
LB ADDTL BLOCK W FROZEN SECTION,91.00 ,
LB ADENOVIRUS,135.00 ,
LB ADH,116.00 ,
LB AFP,251.00 ,
LB AG TYPING PATIENT,384.00 ,
LB ALBUMIN,36.00 ,
LB ALBUMIN CSF,25.00 ,
LB ALBUMIN FLUID,25.00 ,
LB ALBUMIN SO,36.00 ,
LB ALCOHOL UA,158.00 ,
LB ALDOLASE,107.00 ,
LB ALDOSTERONE SERUM,194.00 ,
LB ALKALINE PHOSPHA,45.00 ,
LB ALLERGEN CASEIN,40.00 ,
LB ALLERGEN SCALLOPS,40.00 ,
LB ALLERGEN SPECIFIC IGG QUANT OR SEMIQU,40.00 ,
LB ALMOND,40.00 ,
LB ALPHA 1 ANTITRYPSIN,382.00 ,
LB ALPHA 1 ANTITRYPSIN PHENOTYPE,32.00 ,
LB ALPHA 2 MACROGLOBULIN,53.00 ,
LB ALTERNARIA ALTERNATA,40.00 ,
LB ALTERNARIA TENUIS,40.00 ,
LB AMIKACIN PEAK,138.00 ,
LB AMIKACIN TROUGH,138.00 ,
LB AMINO ACIDS PLASMA,733.00 ,
LB AMIODARONE,130.00 ,
LB AMMINO ACIDS URINE,733.00 ,
LB AMMONIA,92.00 ,
LB AMPHETAMINE CONF,130.00 ,
LB AMPHETAMINE MT,14.00 ,
LB AMPHETAMINES UA,48.00 ,
LB AMYLASE,97.00 ,
LB AMYLASE BODY FLUID,97.00 ,
LB ANA BY IFA,86.00 ,
LB ANA PATTERN AND TITER,210.00 ,
LB ANALGESICS NSAIDS,14.00 ,
LB ANCA ELISA,207.00 ,
LB ANDROSTENEDIONE,105.00 ,
LB ANGIOTENSIN CONV ENZY,131.00 ,
LB ANGIOTENSION CONV CSF,131.00 ,
LB ANTI A4 FLA2 ELISHA,207.00 ,
LB ANTI CBIR 1,207.00 ,
LB ANTI DNA DS,83.00 ,
LB ANTI DNA SS,70.00 ,
LB ANTI DNASE B AB,74.00 ,
LB ANTI FLA X ELISHA,207.00 ,
LB ANTI GBM,122.00 ,
LB ANTI HAV IGM,161.00 ,
LB ANTI HAV TOTAL,189.00 ,
LB ANTI HBC IGM,161.00 ,
LB ANTI HBC TOTAL,153.00 ,
LB ANTI HBE,144.00 ,
LB ANTI HISTONE IGG,98.00 ,
LB ANTI MICROSOMAL AB,132.00 ,
LB ANTI OMP C IGA,207.00 ,
LB ANTI RNP,98.00 ,
LB ANTI SCL 70,98.00 ,
LB ANTI SMITH,98.00 ,
LB ANTI SSA,98.00 ,
LB ANTI SSB,98.00 ,
LB ANTI THROMBIN III,118.00 ,
LB ANTIBODY ID PANEL,413.00 ,
LB ANTIBODY SCREEN,159.00 ,
LB ANTICONVULSANTS MT,14.00 ,
LB ANTIDEPRESSANT CLASS MT,14.00 ,
LB ANTIDEPRESSANT MISC MT,14.00 ,
LB ANTIPNCREATIC ISLET CELLS,44.00 ,
LB ANTISKIN AUTOANTIBODIES,83.00 ,
LB ANTITHROMBIN III AGI,118.00 ,
LB ANY OTHER SOURCE,177.00 ,
LB APC RESISTANCE,290.00 ,
LB APOLIPOPROTEIN A,90.00 ,
LB APTT SCREEN,41.00 ,
LB ARC REF 86970,82.00 ,
LB ARC REF 86971,74.00 ,
LB ARC REF 86978,195.00 ,
LB ARSENIC BLOOD,138.00 ,
LB ASCA IGA,207.00 ,
LB ASCA IGG,207.00 ,
LB ASH WHITE,40.00 ,
LB ASO TITER,125.00 ,
LB ASPERGILLUS AB,34.00 ,
LB ASPERGILLUS FUMIGATUS,40.00 ,
LB ATYP LEGIONELLA AB,135.00 ,
LB B 2 GLYCOPROTEIN IGA,105.00 ,
LB B 2 GLYCOPROTEIN IGG,105.00 ,
LB B 2 GLYCOPROTEIN IGM,105.00 ,
LB B CELLS TOTAL COUNT,177.00 ,
LB B HENSELAE IGG,101.00 ,
LB B HENSELAE IGM,101.00 ,
LB B MICROTI IGG,80.00 ,
LB B MICROTI IGM,80.00 ,
LB B QUINTANA IGG,101.00 ,
LB B QUINTANA IGM,101.00 ,
LB B2 MICROGLBULIN SERUM,87.00 ,
LB BAHIA GRASS,40.00 ,
LB BANANA,40.00 ,
LB BARBITURATE UA,42.00 ,
LB BARBITURATES CONFERMATION,130.00 ,
LB BARLEY,40.00 ,
LB BARTONELLA AMPLIF NAP,315.00 ,
LB BCR FISH,295.00 ,
LB BCR/ABL PCR QUANT,"1,254.00 ",
LB BDNF,60.00 ,
LB BEEF,40.00 ,
LB BENZO CONF,105.00 ,
LB BENZODIAZEPINE MT,105.00 ,
LB BENZODIAZEPINE UA,48.00 ,
LB BERMUDA GRASS,40.00 ,
LB BILE ACID TOTAL,38.00 ,
LB BILIRUBIN DIRECT,36.00 ,
LB BK VIRUS QUANTITATIVE,365.00 ,
LB BLACK LOCUST,40.00 ,
LB BLOOD GAS CAPILLARY,340.00 ,
LB BLOOD GASES BTY,340.00 ,
LB BLOOD GROUPING ABO,159.00 ,
LB BNP,175.00 ,
LB BONE MARROW ASP,831.00 ,
LB BRAZIL NUT,40.00 ,
LB BRCA 1-2,"4,692.00 ",
LB BRUCELLA ABS,97.00 ,
LB BRUCELLA ABS IGM,97.00 ,
LB BUMBLEBEE,40.00 ,
LB BUN,36.00 ,
LB C ANCA,83.00 ,
LB C DIFF PCR,139.00 ,
LB C DIFFICILE TOXIN A,117.00 ,
LB C PEPTIDE,162.00 ,
LB C PEPTIDE SERUM,162.00 ,
LB C PNEUMONIAE IGG,96.00 ,
LB C PNEUMONIAE IGM,54.00 ,
LB C PNNEUMONIAE IGA,96.00 ,
LB C TRACHOMATIS IGG,96.00 ,
LB C3 SERUM,105.00 ,
LB C4 SERUM,105.00 ,
LB CA 125,110.00 ,
LB CA 15 3,116.00 ,
LB CA 19 9,164.00 ,
LB CA 27 29,116.00 ,
LB CAC,87.00 ,
LB CADMIUM,51.00 ,
LB CALCITONIN,101.00 ,
LB CALCIUM,36.00 ,
LB CALCIUM 24 HR URINE,92.00 ,
LB CALCIUM IONIZED,177.00 ,
LB CALCOFLUOR WHITE STAIN,62.00 ,
LB CALCULI URINARY,221.00 ,
LB CALCULUS  ANALYSIS,28.00 ,
LB CALPROTECTIN,390.00 ,
LB CANARY FEATHERS,40.00 ,
LB CANDIDA ALBICANS,40.00 ,
LB CANNABINOID UA,42.00 ,
LB CAPILLARY BLOOD DRAW,16.00 ,
LB CARBOXYHEMOGLOBIN,38.00 ,
LB CARBPHYDRATE DEFICIENT TRANSFERRIN,40.00 ,
LB CARMINE RED DYE,40.00 ,
LB CAROTENE,167.00 ,
LB CASHEW NUT,40.00 ,
LB CAT DANDER,40.00 ,
LB CAT DANDER,40.00 ,
LB CATECHOLAMINES PLASMA,145.00 ,
LB CBC AUTO DIFF,102.00 ,
LB CBC W MANUAL DIFF,102.00 ,
LB CC  ACETYLCHOL REC BIND,130.00 ,
LB CC ELASTASE FECAL,207.00 ,
LB CC ENDOMYSIAL AB IGA,83.00 ,
LB CC HLA B 27,110.00 ,
LB CCP AB IGG,229.00 ,
LB CD4 ABSOLUTE CT,102.00 ,
LB CD4 CD8 RATIO,318.00 ,
LB CEA,225.00 ,
LB CEDAR MOUNTAIN,40.00 ,
LB CELERY,40.00 ,
LB CELL CNT BODY FLD DIF,54.00 ,
LB CELL COUNT BODY FLUID,48.00 ,
LB CELL COUNT CSF,48.00 ,
LB CENTROMERE AB,83.00 ,
LB CERULOPLASMIN,91.00 ,
LB CH50,263.00 ,
LB CHEESE CHEDDAR TYPE,40.00 ,
LB CHICKEN FEATHERS,40.00 ,
LB CHICKEN MEAT,40.00 ,
LB CHLAMYDIA AMPLIF,156.00 ,
LB CHLORIDE STOOL,42.00 ,
LB CHLORIDE URINE,63.00 ,
LB CHLORIDES,36.00 ,
LB CHLORIDES CSF,42.00 ,
LB CHOCOLATE,40.00 ,
LB CHOLESTEROL TOTAL,45.00 ,
LB CHROMATIN AB,98.00 ,
LB CHROMATOGRAPH QUAL COL,130.00 ,
LB CHROMIUM,111.00 ,
LB CHROMOSOME ANAA 15 20,583.00 ,
LB CITRATE URINE,117.00 ,
LB CK ISOENZYMES,92.00 ,
LB CK REFERENCE LAB,86.00 ,
LB CKMB,252.00 ,
LB CLADOSPORIUM HERBARUM,40.00 ,
LB CLOZAPINE NORCLOZAPINE,102.00 ,
LB CMV CSF PCR,368.00 ,
LB CMV CULTURE,152.00 ,
LB CMV DNA BLOOD,918.00 ,
LB CMV IGG,176.00 ,
LB CMV IGM,194.00 ,
LB CO2,36.00 ,
LB COCAINE CONF,130.00 ,
LB COCAINE METAB UA,48.00 ,
LB COCAINE MT,130.00 ,
LB COCCIDIOIDES AB,89.00 ,
LB COCKROACH,40.00 ,
LB COCONUT,40.00 ,
LB CODFISH,40.00 ,
LB COLD AGGLUTININ TITER,88.00 ,
LB COMMON SILVER BIRCH,40.00 ,
LB COMPLEMENT C1 AG EA,105.00 ,
LB COMPLEMENT C2,105.00 ,
LB CONSULT DURING OR,97.00 ,
LB COPPER SERUM,48.00 ,
LB CORN,40.00 ,
LB CORTISOL FREE 24 HR UA,110.00 ,
LB CORTISOL FREE SERUM,110.00 ,
LB CORTISOL TOTAL,110.00 ,
LB COTTONWOOD,40.00 ,
LB CPK,86.00 ,
LB CRAB,40.00 ,
LB CREATININE,36.00 ,
LB CREATININE CLEAR,202.00 ,
LB CREATININE URINE,14.00 ,
LB CRITHIDIA LUCILLAE,83.00 ,
LB CROSS LINKED N TELOPEP,125.00 ,
LB CROSSMATCH  AHG,224.00 ,
LB CROSSMATCH IS,259.00 ,
LB CRP,118.00 ,
LB CRP SEND OUT,118.00 ,
LB CRYOFIBRINOGEN,70.00 ,
LB CRYOGLOBULIN,38.00 ,
LB CRYPTO AG,75.00 ,
LB CRYPTOCOCCAL AG DETECT,92.00 ,
LB CRYPTOCOCCUS ANTIGEN CSF,54.00 ,
LB CRYSTAL ID LIG MI,66.00 ,
LB CULTURE ACID FAST,57.00 ,
LB CULTURE ANAEROBIC,122.00 ,
LB CULTURE BLOOD,122.00 ,
LB CULTURE BLOOD #2,122.00 ,
LB CULTURE FUN OTH SOURC,148.00 ,
LB CULTURE FUNG SKIN HAIR,148.00 ,
LB CULTURE GC,45.00 ,
LB CULTURE ID AEROBIC,156.00 ,
LB CULTURE ID COMM KIT,156.00 ,
LB CULTURE NOSE THROAT,160.00 ,
LB CULTURE OTHER,160.00 ,
LB CULTURE SPUTUM,160.00 ,
LB CULTURE STAPH,45.00 ,
LB CULTURE STOOL,49.00 ,
LB CULTURE STOOL ADDL,49.00 ,
LB CULTURE STOOL ADDL,49.00 ,
LB CULTURE STREP,45.00 ,
LB CULTURE TYPING 1 ORGANISM,78.00 ,
LB CULTURE URINE,69.00 ,
LB CULTURE VAG,160.00 ,
LB CULTURE VIRAL CSF,152.00 ,
LB CYCLOSPORINE,176.00 ,
LB CYSTIC FIBROSIS GENZYME,402.00 ,
LB CYSTIC FIBROSIS SCREEN,402.00 ,
LB CYSTINE UR,292.00 ,
